epi,t,cgm,meal,ins,rew,rl_ins,mu,sigma,prob,state_val,day_hour,day_min
1,161,189.35278296860784,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,25
1,162,188.83186326676724,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,30
1,163,188.3269468664422,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,35
1,164,187.8375729878207,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,40
1,165,187.36329431080563,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,45
1,166,186.90367503008147,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,50
1,167,186.45828992490553,0.0,0.0,nan,0.0,nan,nan,nan,nan,13,55
1,168,186.02672391667915,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,0
1,169,185.60857185756151,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,5
1,170,185.20343842205847,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,10
1,171,184.81093803713503,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,15
1,172,184.43069481881585,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,20
1,173,184.06234250010417,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,25
1,174,183.7055243438834,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,30
1,175,183.35989303905717,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,35
1,176,183.02511058048933,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,40
1,177,182.70084813437904,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,45
1,178,182.38678589111666,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,50
1,179,182.08261290773223,0.0,0.0,nan,0.0,nan,nan,nan,nan,14,55
1,180,181.78802694193914,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,0
1,181,181.50273494208446,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,5
1,182,181.22645490982828,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,10
1,183,180.95891148323525,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,15
1,184,180.69983556993884,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,20
1,185,180.4489651604262,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,25
1,186,180.206045583615,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,30
1,187,179.97082952100058,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,35
1,188,179.74307691422396,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,40
1,189,179.52255482430462,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,45
1,190,179.3090372687562,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,50
1,191,179.10230504896148,0.0,0.0,nan,0.0,nan,nan,nan,nan,15,55
1,192,178.9021455739482,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,0
1,193,178.7083526837677,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,5
1,194,178.52072647421917,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,10
1,195,178.33907312390744,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,15
1,196,178.1632047242062,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,20
1,197,177.99293911246878,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,25
1,198,177.8280997086866,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,30
1,199,177.66851535571425,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,35
1,200,177.51402016312454,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,40
1,201,177.3644533547229,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,45
1,202,177.2196591197259,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,50
1,203,177.07948646759064,0.0,0.0,nan,0.0,nan,nan,nan,nan,16,55
1,204,176.94378908647138,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,0
1,205,176.81242520526772,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,5
1,206,176.68525745922327,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,10
1,207,176.56215275902773,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,15
1,208,176.44298216336972,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,20
1,209,176.32762075488486,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,25
1,210,176.21594751944124,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,30
1,211,176.10784522870077,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,35
1,212,176.00320032589482,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,40
1,213,175.90190281474955,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,45
1,214,175.80384615149669,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,50
1,215,175.7089271399045,0.0,0.0,nan,0.0,nan,nan,nan,nan,17,55
1,216,175.6170458292626,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,0
1,217,175.5281054152553,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,5
1,218,175.44201214365677,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,10
1,219,175.35867521678344,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,15
1,220,175.2780067026372,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,20
1,221,175.1999214466751,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,25
1,222,175.1243369861412,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,30
1,223,175.05117346689687,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,35
1,224,174.98035356268642,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,40
1,225,174.9118023967768,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,45
1,226,174.84544746590953,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,50
1,227,174.78121856650472,0.0,0.0,nan,0.0,nan,nan,nan,nan,18,55
1,228,174.71904772305862,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,0
1,229,174.6614916577854,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,5
1,230,174.64295346333023,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,10
1,231,174.88462342514734,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,15
1,232,176.06643938987148,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,20
1,233,178.6982313692288,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,25
1,234,182.80389087389779,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,30
1,235,188.0566855184757,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,35
1,236,193.92339150473632,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,40
1,237,199.8166672722554,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,45
1,238,205.26869536844708,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,50
1,239,210.031784596478,0.0,0.0,nan,0.0,nan,nan,nan,nan,19,55
1,240,214.0545950857939,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,0
1,241,217.40150621590098,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,5
1,242,220.18149032803012,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,10
1,243,222.50590377588557,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,15
1,244,224.46988245252223,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,20
1,245,226.1475032595903,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,25
1,246,227.59336161793345,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,30
1,247,228.8463732406835,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,35
1,248,229.93379107318148,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,40
1,249,230.87464686060565,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,45
1,250,231.6824203061954,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,50
1,251,232.3669901847102,0.0,0.0,nan,0.0,nan,nan,nan,nan,20,55
1,252,232.93600527712414,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,0
1,253,233.39582230179397,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,5
1,254,233.75213932895272,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,10
1,255,234.01042748702213,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,15
1,256,234.17623966040537,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,20
1,257,234.25545514937295,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,25
1,258,234.254504346816,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,30
1,259,234.18060708118577,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,35
1,260,234.04205203543472,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,40
1,261,233.84854215108672,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,45
1,262,233.6116304652378,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,50
1,263,233.34526546528636,0.0,0.0,nan,0.0,nan,nan,nan,nan,21,55
1,264,233.0664313324097,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,0
1,265,232.79573786797297,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,5
1,266,232.55742575275227,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,10
1,267,232.37737955763458,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,15
1,268,232.27670359459634,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,20
1,269,232.25986731090876,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,25
1,270,232.30358423546687,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,30
1,271,232.35801833716494,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,35
1,272,232.36232360579223,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,40
1,273,232.26294906982156,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,45
1,274,232.02423024445565,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,50
1,275,231.62997771915136,0.0,0.0,nan,0.0,nan,nan,nan,nan,22,55
1,276,231.07982302992556,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,0
1,277,230.3840443956691,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,5
1,278,229.55891966689896,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,10
1,279,228.6232909004132,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,15
1,280,227.59632255736742,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,20
1,281,226.49618885024785,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,25
1,282,225.33940132059698,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,30
1,283,224.1405426371098,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,35
1,284,222.91224049380412,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,40
1,285,221.66527248397557,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,45
1,286,220.4087341134535,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,50
1,287,219.15022974974073,0.0,0.0,nan,0.0,nan,nan,nan,nan,23,55
1,288,217.89606388790958,0.0,0.0,nan,0.0,nan,nan,nan,nan,0,0
